"订单编号","退款编号","支付宝交易号","订单付款时间","商品编码","退款完结时间","买家会员名称","买家实际支付金额","宝贝标题","买家退款金额","手工退款/系统退款","是否需要退货","退款的申请时间","超时时间","退款状态","货物状态","退货物流信息","发货物流信息","客服介入状态","卖家真实姓名","卖家退货地址","卖家邮编","卖家电话","卖家手机","退货物流单号","退货物流公司","买家退款原因","买家退款说明","买家退货时间","责任方","售中或售后","商家备注","完结时间","部分退款/全部退款","审核操作人","举证超时","是否零秒响应","退款操作人"
"242570112426212466","13970529070216624","2018101722001179045406779259","null","576277364657","2018-10-22 09:13:55","晗晗晗晗姑娘","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 19:43:12","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-22 09:13:55","null","null","null","null","null"
"235960815538369814","13507150691361498","2018101922001107271004267730","null","576277364657","2018-10-22 09:13:51","谢燕军2008","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 18:46:36","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-22 09:13:51","null","null","null","null","null"
"240434434535299751","14001824094295197","2018101322001181600506813553","null","576277364657","2018-10-22 09:13:46","tb2571348","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 17:45:56","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-22 09:13:46","null","null","null","null","null"
"244442977941340755","13960353401345507","2018101922001108495402444178","null","576277364657","2018-10-22 09:13:42","tb7151564_11","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 17:04:48","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-22 09:13:42","null","null","null","null","null"
"229139651795627749","13995554434624977","2018092822001127090559343928","null","562017040430","2018-10-22 08:28:33","hhy870319","3410.00","【狂欢价】SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15790.00","0","仅退款","2018-10-22 08:28:28","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-22 08:28:33","null","null","null","null","null"
"236614125468616308","13534159068610863","2018102122001127245413570741","null","542214807548","2018-10-21 17:56:39","yingzi7068","1400.00","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","3990.00","0","仅退款","2018-10-21 17:47:52","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 17:56:39","null","null","null","null","null"
"234496591154697010","13486221656691070","2018101522001133170562556676","null","576277364657","2018-10-21 16:14:38","ymh1982111","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 15:24:49","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 16:14:38","null","null","null","null","null"
"239312257919842433","13956257723843324","2018101222001162550521447054","null","576277364657","2018-10-21 16:14:28","wkwy2003","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 15:47:29","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 16:14:28","null","null","null","null","null"
"243415907254911558","13996768428915815","2018101722001181531005138789","null","576277364657","2018-10-21 16:14:17","淘lexiaohong","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 16:11:58","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 16:14:17","null","null","null","null","null"
"180507908072801087","13049444869808710","2018090922001126850528970906","null","567331101028","2018-10-21 15:49:01","jjbbxiner","2600.00","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","7390.00","0","退货退款","2018-10-20 11:23:18","","退款关闭","买家已收到货","null","买家已收到货","","西门子家电厨卫旗舰店","","null","null","null","","","7天无理由退换货","价差过大，申请退货。（收货时间8天，货品未安装，未使用，未开封，全新的，目前来看价差在2500以上！价差过大，申请退货或者退价差）","","null","售后退款","null","2018-10-21 15:49:01","null","null","null","null","null"
"245046144122306846","13988256286304668","2018102122001117965404484786","null","542214807548","2018-10-21 14:10:35","yzlsjaqiu","1300.00","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","4090.00","0","仅退款","2018-10-21 12:37:46","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 14:10:35","null","null","null","null","null"
"235179887755190401","13498188188190104","2018101722001156911006587555","null","576277364657","2018-10-21 14:10:13","叶晓莉96","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 13:28:34","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 14:10:13","null","null","null","null","null"
"226668198587049781","13097287839048197","2018101322001198290508870924","null","576277364657","2018-10-21 10:13:22","张晓瑞瑞瑞","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 09:48:10","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 10:13:22","null","null","null","null","null"
"215810382051278109","13521807822270981","2018090922001132971005917302","null","576277364657","2018-10-21 10:13:16","绿豆喵","0.00","购9.9元特权 享指定型号特权豪礼（具体请查看商品详情）","9.90","0","仅退款","2018-10-21 09:57:01","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 10:13:16","null","null","null","null","null"
"226997476961773371","13051686389777133","2018101522001100615403784548","null","576277364657","2018-10-21 09:38:56","冰可乐1975","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 19:48:29","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","缺货","","","null","售中退款","null","2018-10-21 09:38:56","null","null","null","null","null"
"241038850424369463","13929377087366394","2018101422001111700517375269","null","576277364657","2018-10-21 09:37:29","装酷未遂","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 20:09:28","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:37:29","null","null","null","null","null"
"229286886643796374","13055238016797463","2018101922001183245409996031","null","576277364657","2018-10-21 09:37:24","路_嗯","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 21:11:23","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:37:24","null","null","null","null","null"
"229413702674757571","13085959974757175","2018101922001134495402497004","null","576277364657","2018-10-21 09:37:09","qyn宁宁","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 19:39:20","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:37:09","null","null","null","null","null"
"226555430811442893","13064708800449328","2018101322001130170552393948","null","576277364657","2018-10-21 09:37:03","月雨枫","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 19:20:25","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:37:03","null","null","null","null","null"
"244525762287743347","13985859481744733","2018101922001163901008169067","null","576277364657","2018-10-21 09:36:52","小黑一坨坨","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 21:26:17","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:36:52","null","null","null","null","null"
"226468389958153981","13069732448158139","2018101322001183930522633131","null","576277364657","2018-10-21 09:36:45","深晨9760422","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 21:33:45","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:36:45","null","null","null","null","null"
"226710342517785776","13055334408787657","2018101422001142170552284895","null","576277364657","2018-10-21 09:36:37","guoxiaoya00","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 21:39:35","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:36:37","null","null","null","null","null"
"233309774598243421","13473677252242134","2018101322001120215404685731","null","576277364657","2018-10-21 09:36:27","shangbao010425","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 22:27:44","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:36:27","null","null","null","null","null"
"227527495450709077","13047813031707790","2018101522001141470563694368","null","576277364657","2018-10-21 09:36:15","lxgtea","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 23:39:07","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:36:15","null","null","null","null","null"
"234517007821026001","13489196458020160","2018101522001146320511754764","null","576277364657","2018-10-21 09:36:09","masai77585210","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","3.96","0","仅退款","2018-10-21 00:24:39","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:36:09","null","null","null","null","null"
"241016097625707854","13993571230705478","2018101422001136245403674569","null","576277364657","2018-10-21 09:36:00","xht861018","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 03:09:23","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:36:00","null","null","null","null","null"
"227469157506416883","13095591349418368","2018101622001176381004170284","null","576277364657","2018-10-21 09:35:53","怀揣梦想的男人","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 07:09:33","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:35:53","null","null","null","null","null"
"229429895162289194","13095239613289491","2018101922001140715400291026","null","576277364657","2018-10-21 09:35:46","爱哭的仙人掌","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 07:24:22","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:35:46","null","null","null","null","null"
"229201991399124086","13048549954128640","2018101822001152675401267084","null","576277364657","2018-10-21 09:34:53","zheyuzheyan","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 07:52:28","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:34:53","null","null","null","null","null"
"226611621362518174","13050661347517481","2018101422001110425402831070","null","576277364657","2018-10-21 09:34:40","heart951022","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-21 09:20:44","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:34:40","null","null","null","null","null"
"225710246694619085","13050438745618590","2018101122001157010529950805","null","576277364657","2018-10-21 09:34:25","wyh1510581","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 19:22:29","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:34:25","null","null","null","null","null"
"242201090537428558","13960192816425885","2018101622001116865400937015","null","576277364657","2018-10-21 09:34:15","ss0678","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 18:15:21","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-21 09:34:15","null","null","null","null","null"
"245256642089520438","13977376182523804","2018102022001180695403899564","null","557798706958","2018-10-21 09:31:59","anxiutianxiang","1510.00","SIEMENS/西门子 SN555S03JC 进口家用全自动洗碗机嵌入式13套智能","8090.00","0","仅退款","2018-10-21 00:48:38","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","不好意思，放不下这款","","null","售中退款","null","2018-10-21 09:31:59","null","null","null","null","null"
"242764289925826556","13955584047825665","2018101722001188341003880867","null","560585538125","2018-10-20 17:52:12","我淘de宝贝","980.00","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","50.00","0","仅退款","2018-10-20 15:19:18","","退款成功","买家已收到货","null","买家已收到货","","西门子家电厨卫旗舰店","","null","null","null","","","退运费","","","null","售中退款","null","2018-10-20 17:52:12","null","null","null","null","null"
"244333058631902332","13916385489903223","2018101922001135051005635562","null","576277364657","2018-10-20 17:50:47","毛毛虫876464","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 15:37:19","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 17:50:47","null","null","null","null","null"
"227297606664243791","13059876046249137","2018101522001153310527849995","null","576277364657","2018-10-20 17:50:41","投资一生热爱的事业","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 15:42:19","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","选错，退了再买","","null","售中退款","null","2018-10-20 17:50:41","null","null","null","null","null"
"243823681755881729","13922721032882917","2018101922001156345400656173","null","576277364657","2018-10-20 17:50:37","最酷的春天","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 17:23:51","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 17:50:37","null","null","null","null","null"
"236192526008369814","13504559836361498","2018102022001107275406638319","null","542196353198","2018-10-20 17:50:32","谢燕军2008","160.00","SIEMENS/西门子 HS243601W消毒柜嵌入式家用紫外线消毒碗柜镶嵌式","2580.00","0","仅退款","2018-10-20 14:28:40","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","因家人也买了一个多余了，不好意思","","null","售中退款","null","2018-10-20 17:50:32","null","null","null","null","null"
"233790671979950614","13504783765951406","2018101322001148280584150721","null","576277364657","2018-10-20 17:50:16","sqsxhdf","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 14:36:03","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","多拍","","null","售中退款","null","2018-10-20 17:50:16","null","null","null","null","null"
"244097985049169944","13913761520164499","2018101922001182765401869501","null","576277364657","2018-10-20 17:50:11","strange茜","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 14:31:02","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 17:50:11","null","null","null","null","null"
"243808096496015062","13966979731016250","2018101922001126101005741582","null","576277364657","2018-10-20 17:50:06","路路我爱你","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 14:24:13","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 17:50:06","null","null","null","null","null"
"215650061822315023","13464045310312350","2018090922001159530559547919","null","565880316222","2018-10-20 16:26:45","tb4372700","4000.00","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体机家用多功能烤箱","8990.00","0","仅退款","2018-10-20 16:26:40","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 16:26:45","null","null","null","null","null"
"244380835438520438","13963523317523804","2018101922001180695401836000","null","557798706958","2018-10-20 13:14:18","anxiutianxiang","1510.00","SIEMENS/西门子 SN555S03JC 进口家用全自动洗碗机嵌入式13套智能","8090.00","0","仅退款","2018-10-20 12:32:12","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","换8套的","","null","售中退款","null","2018-10-20 13:14:18","null","null","null","null","null"
"234998479226616419","13456301177611964","2018101622001146701004064162","null","576277364657","2018-10-20 13:13:59","lemontree_虞","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 11:48:37","","退款关闭","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 13:13:59","null","null","null","null","null"
"227219429859083693","13050564609089336","2018101522001195490544571937","null","576277364657","2018-10-20 13:13:24","让我特别","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 11:43:29","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 13:13:24","null","null","null","null","null"
"236121455957243421","13470094759242134","2018101922001120215413286499","null","576277364657","2018-10-20 11:02:40","shangbao010425","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 10:58:17","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 11:02:40","null","null","null","null","null"
"236057486751133407","13469934724130734","2018101922001170425408372281","null","576277364657","2018-10-20 11:02:35","liliantangtang","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 10:57:27","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 11:02:35","null","null","null","null","null"
"239054240526940338","13941088909943803","2018101222001192015400281079","null","576277364657","2018-10-20 11:02:31","花朵里的小妖精","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 10:34:57","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 11:02:31","null","null","null","null","null"
"241572480793105364","13941088364106453","2018101522001191490544397369","null","576277364657","2018-10-20 11:02:27","魔导伊兹","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 09:57:37","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 11:02:27","null","null","null","null","null"
"240518560920910953","13877217774915309","2018101422001168710520567769","null","576277364657","2018-10-20 09:35:01","zy121960070","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:40:17","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:35:01","null","null","null","null","null"
"235880623217932815","13453646359931528","2018101822001114745400750412","null","576277364657","2018-10-20 09:34:39","留恋12345","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:09:00","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:34:39","null","null","null","null","null"
"233689164859336914","13453070835331469","2018101422001177300505743877","null","576277364657","2018-10-20 09:34:34","ssy6318","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:27:03","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:34:34","null","null","null","null","null"
"242627426982574066","13877281587576640","2018101722001120295401448802","null","576277364657","2018-10-20 09:34:29","seaworld921","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:30:15","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","买错了，要买洗衣机的预约券","","null","售中退款","null","2018-10-20 09:34:29","null","null","null","null","null"
"229028068278179999","13031364146179999","2018101922001195315401583867","null","576277364657","2018-10-20 09:34:24","honggi_x","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:31:58","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:34:24","null","null","null","null","null"
"244248225784348246","13917024578344682","2018101922001172035409945487","null","576277364657","2018-10-20 09:34:20","慕容芊慧3","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:40:25","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:34:20","null","null","null","null","null"
"243694658074976832","13879233419973268","2018101822001108785400026385","null","576277364657","2018-10-20 09:34:11","minxue88","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:55:00","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:34:11","null","null","null","null","null"
"228081061560028472","13008773275027284","2018101722001110101006236560","null","576277364657","2018-10-20 09:34:06","anihuizi","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:58:37","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:34:06","null","null","null","null","null"
"229173093455320072","13055239303327200","2018101922001123895406304244","null","576277364657","2018-10-20 09:34:01","nigelwen","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 16:59:14","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","不好意思 拍错店铺了 是另一家西门子","","null","售中退款","null","2018-10-20 09:34:01","null","null","null","null","null"
"229090948257278285","13007525831278582","2018101922001163315402721187","null","576277364657","2018-10-20 09:33:56","喜喜的大店","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 17:21:49","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:33:56","null","null","null","null","null"
"228577798681538884","13010629046538488","2018101822001156995400217445","null","576277364657","2018-10-20 09:33:52","翎缕汀","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 18:04:47","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:33:52","null","null","null","null","null"
"242671587913112650","13934787627115026","2018101622001191491005194975","null","576277364657","2018-10-20 09:33:32","rqruanshianrq","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 17:09:55","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:33:32","null","null","null","null","null"
"229090308179528476","13017222482527684","2018101922001172685402369798","null","576277364657","2018-10-20 09:33:28","安末澜","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 17:19:54","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:33:28","null","null","null","null","null"
"243785216152490230","13935587450493002","2018101922001175645404167894","null","576277364657","2018-10-20 09:33:23","gu9970026","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 17:24:55","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:33:23","null","null","null","null","null"
"241160355718113855","13918560898115538","2018101422001179860523836606","null","576277364657","2018-10-20 09:33:17","乔墨宸","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 17:35:23","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:33:17","null","null","null","null","null"
"244656131465433445","13880865791434534","2018101922001160201006287718","null","576277364657","2018-10-20 09:33:12","lafirshop","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 18:14:19","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:33:12","null","null","null","null","null"
